City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
5688025,Bismarck,0,US,1665318072,90,46.8083,-100.7837,9.89,3.6
3361934,Saldanha,86,ZA,1665317974,71,-33.0117,17.9442,19.11,10.04
6620339,Karratha,3,AU,1665318072,57,-20.7377,116.8463,25.25,3.73
1282027,Malé,20,MV,1665317837,70,4.1748,73.5089,29.97,5.66
1787599,Xingyi,100,CN,1665318072,92,24.1877,102.817,10.76,2.29
546105,Nikolskoye,7,RU,1665318072,56,59.7035,30.7861,12.1,4.6
2129766,Kamiiso,100,JP,1665318073,76,41.8167,140.65,15.27,6.62
5948844,Englehart,100,CA,1665318073,93,47.8169,-79.8664,1.31,3.09
2126123,Chokurdakh,100,RU,1665318073,91,70.6333,147.9167,-5.91,6.54
5983720,Iqaluit,40,CA,1665318073,73,63.7506,-68.5145,-4.15,6.71
1154689,Ko Samui,40,TH,1665318073,94,9.5357,99.9357,25.95,1.03
921906,Domoni,45,KM,1665318073,69,-12.2569,44.5319,25.36,0.67
2163355,Hobart,20,AU,1665317983,84,-42.8794,147.3294,7.25,3.09
2264557,Ponta do Sol,99,PT,1665318074,52,32.6667,-17.1,25,1.23
2155415,New Norfolk,12,AU,1665318074,91,-42.7826,147.0587,7.06,1.42
3374210,São Filipe,38,CV,1665318075,76,14.8961,-24.4956,25.59,2.97
2527087,Tiznit Province,72,MA,1665318075,34,29.5833,-9.5,28.16,1.81
4034551,Faanui,17,PF,1665318075,76,-16.4833,-151.75,25.78,8.68
5855927,Hilo,0,US,1665318075,94,19.7297,-155.09,29.04,0
583345,Aleksandrov Gay,3,RU,1665318075,32,50.147,48.5704,19.68,4.72
64814,Bandarbeyla,42,SO,1665318075,63,9.4942,50.8122,29.63,7.33
497024,Senno,73,RU,1665318075,69,59.5336,33.9167,11.36,3.42
4377925,Boone,0,US,1665318076,65,39.0334,-92.3335,7.64,2.79
5364271,Laguna,0,US,1665317910,81,38.421,-121.4238,22.32,2.57
3985710,Cabo San Lucas,0,MX,1665318076,73,22.8909,-109.9124,25.17,2.06
2857291,Olsberg,21,DE,1665318076,48,51.35,8.5,15.52,3.94
1516438,Zyryanovsk,84,KZ,1665318076,24,49.7386,84.2719,15.86,1.78
3860443,Comodoro Rivadavia,0,AR,1665318076,37,-45.8667,-67.5,10.92,10.8
2112309,Katsuura,100,JP,1665318076,84,35.1333,140.3,19.06,6.48
2094342,Kavieng,52,PG,1665318076,68,-2.5744,150.7967,27.65,6.72
538685,Kurmanayevka,10,RU,1665318077,43,52.5093,52.0675,16.33,4.81
3420768,Qasigiannguit,55,GL,1665318077,81,68.8193,-51.1922,-1.86,3.01
3685223,Dibulla,100,CO,1665318077,93,11.2725,-73.3091,24.27,3.07
2377457,Nouadhibou,39,MR,1665318077,78,20.931,-17.0347,23.99,6.17
2643179,Maidstone,22,GB,1665317835,52,51.2667,0.5167,18.01,2.68
1819729,Hong Kong,20,HK,1665317815,60,22.2855,114.1577,28.51,8.49
3448903,São João da Barra,100,BR,1665318078,82,-21.6403,-41.0511,25.05,4.64
2160735,Lakes Entrance,7,AU,1665318078,77,-37.8811,147.981,7.95,2.54
779554,Honningsvåg,100,NO,1665318078,81,70.9821,25.9704,6.86,10.29
2122104,Petropavlovsk-Kamchatskiy,0,RU,1665318078,64,53.0452,158.6483,1.33,4
4031637,Lavrentiya,38,RU,1665318078,61,65.5833,-171,-1.97,3.53
3894426,Coyhaique,75,CL,1665318078,53,-45.5752,-72.0662,7.97,2.06
3355672,Lüderitz,67,NA,1665318078,57,-26.6481,15.1594,21.45,5.88
5546220,Saint George,0,US,1665318078,41,37.1041,-113.5841,18.86,3.6
2315026,Kasongo-Lunda,98,CD,1665318079,38,-6.4667,16.8167,33.15,1.92
1264976,Leh,0,IN,1665318079,19,34.1667,77.5833,11.33,1.5
6096551,Pangnirtung,83,CA,1665318079,65,66.1451,-65.7125,-4.68,2.4
3628473,San Cristobal,95,VE,1665318079,79,7.7669,-72.225,19.1,0.36
917688,Chongwe,3,ZM,1665318079,15,-15.3292,28.682,32.51,5.32
2074865,Carnarvon,15,AU,1665318079,70,-24.8667,113.6333,19.98,9.71
863061,Usinsk,99,RU,1665318080,88,65.9939,57.5281,8.03,7.28
1244926,Hambantota,75,LK,1665318080,71,6.1241,81.1185,28.48,8.14
2065594,Mount Isa,0,AU,1665318080,22,-20.7333,139.5,23.87,5.14
1698289,Pundaguitan,95,PH,1665318080,71,6.3711,126.1689,28.68,2.24
3576994,Cockburn Town,3,TC,1665318080,73,21.4612,-71.1419,28.15,7.81
2447513,Arlit,0,NE,1665318080,11,18.7369,7.3853,35.55,2.18
5866063,Kenai,100,US,1665318059,98,60.5544,-151.2583,8.05,3.6
3421193,Paamiut,100,GL,1665318080,55,61.994,-49.6678,1.2,5.22
2015306,Tiksi,87,RU,1665317968,95,71.6872,128.8694,-10.99,3.62
3832791,Villa Carlos Paz,0,AR,1665318075,22,-31.4241,-64.4978,10.6,1.48
2110227,Butaritari,74,KI,1665318081,76,3.0707,172.7902,27.63,6.19
3932145,Pisco,100,PE,1665318081,82,-13.7,-76.2167,16.03,2.57
1790437,Zhuhai,20,CN,1665318081,69,22.2769,113.5678,27.88,10.8
4035715,Avarua,75,CK,1665318081,73,-21.2078,-159.775,23.03,6.69
1006984,East London,20,ZA,1665318081,73,-33.0153,27.9116,22.52,7.2
4026082,Lázaro Cárdenas,5,MX,1665318081,82,17.9583,-102.2,24.66,2.1
1299237,Pyapon,47,MM,1665318081,86,16.2833,95.6833,26.42,2.35
3939761,Hualmay,78,PE,1665318081,86,-11.0964,-77.6139,16.1,3.46
3899695,Ancud,41,CL,1665318081,75,-41.8697,-73.8203,6.53,1.65
1489499,Togur,98,RU,1665318082,83,58.3631,82.8265,8.34,4.12
485660,Tsimmerbude,9,RU,1665318082,63,54.675,20.1347,14.03,6.19
1510377,Belyy Yar,76,RU,1665318082,65,53.6039,91.3903,8.81,3
2171099,Codrington,57,AU,1665318082,83,-38.2667,141.9667,7.11,1.08
1269743,Indore,20,IN,1665318082,65,22.7179,75.8333,28.1,2.57
934322,Mahébourg,75,MU,1665318082,57,-20.4081,57.7,25.16,4.63
2208248,Kaitangata,46,NZ,1665318082,85,-46.2817,169.8464,8.44,1.92
542908,Krasavino,100,RU,1665318082,83,60.9614,46.4814,10.94,4.18
1488708,Ubinskoye,90,RU,1665318082,84,55.3068,79.6802,7.77,6.7
5746545,Portland,0,US,1665317872,81,45.5234,-122.6762,18.12,2.24
2022572,Khatanga,75,RU,1665318083,97,71.9667,102.5,-14.82,1.23
3423146,Ilulissat,75,GL,1665318083,59,69.2167,-51.1,-1.99,2.06
2610343,Vestmanna,75,FO,1665318083,71,62.1564,-7.1664,8.51,8.23
5530022,San Angelo,0,US,1665318083,70,31.4638,-100.437,15.3,2.68
4845585,Westport,0,US,1665318083,80,41.1415,-73.3579,9.9,2.06
3683233,El Retén,100,CO,1665318084,87,10.6114,-74.2682,24.5,0.82
4857486,Fort Dodge,0,US,1665318084,75,42.4975,-94.168,3.9,1.54
3372707,Ribeira Grande,40,PT,1665318084,83,38.5167,-28.7,24.32,6.69
2126710,Beringovskiy,10,RU,1665318084,48,63.05,179.3167,-0.87,2.53
2222230,Sangmélima,100,CM,1665318084,94,2.9333,11.9833,20.71,0.6
5861897,Fairbanks,40,US,1665317974,93,64.8378,-147.7164,8.11,2.57
495062,Sheksna,100,RU,1665318084,94,59.21,38.5107,10.98,3.48
415189,Aden,3,YE,1665318085,66,12.7794,45.0367,30.55,6.05
6071618,Medicine Hat,40,CA,1665317932,81,50.0501,-110.6683,6.55,1.54
934649,Cap Malheureux,21,MU,1665318085,56,-19.9842,57.6142,24.7,4.02
2137773,Vao,0,NC,1665318085,79,-22.6667,167.4833,22.79,10.7
178443,Wajir,40,KE,1665318085,35,1.7471,40.0573,32.98,5.14
3385826,Umarizal,24,BR,1665318085,46,-5.9906,-37.8144,30.26,6.67
2138522,Poya,5,NC,1665318086,78,-21.35,165.15,23.34,2.75
1502073,Krasnosel'kup,99,RU,1665318086,94,65.7,82.4667,4.25,3.47
3369157,Cape Town,0,ZA,1665317861,52,-33.9258,18.4232,23.23,11.32
3388456,São José da Coroa Grande,49,BR,1665318086,72,-8.8978,-35.1478,27.23,4.05
3985797,San Julián,70,MX,1665318086,87,21.0167,-102.1667,10.96,2.36
2980080,Saint-François,0,FR,1665318086,63,46.4154,3.9054,17.69,1.54
3374083,Bathsheba,40,BB,1665318086,74,13.2167,-59.5167,29.34,7.2
1267390,Kavaratti,91,IN,1665318086,74,10.5669,72.642,27.9,4.42
1880252,Pasir Gudang,75,MY,1665318086,71,1.4584,103.8805,29.18,2.06
3374333,Praia,20,CV,1665318087,58,14.9215,-23.5087,29.3,7.72
6111867,Port Hawkesbury,0,CA,1665318087,73,45.6169,-61.3485,10.54,3.6
2027044,Batagay,100,RU,1665318087,96,67.6333,134.6333,-5.09,1.98
5367788,Lompoc,100,US,1665318087,98,34.6391,-120.4579,14.18,2.57
5563839,Fortuna,25,US,1665318087,85,40.5982,-124.1573,11.63,1.02
543899,Kostomuksha,71,RU,1665318087,74,64.571,30.5767,6.91,5.71
3424607,Tasiilaq,99,GL,1665318087,81,65.6145,-37.6368,-0.91,3.18
1626542,Sorong,100,ID,1665318087,78,-0.8833,131.25,27.91,3.42
2121385,Severo-Kuril'sk,85,RU,1665318087,65,50.6789,156.125,5.55,5.83
780687,Berlevåg,100,NO,1665318088,76,70.8578,29.0864,6.97,11.83
1071296,Antalaha,33,MG,1665318088,65,-14.9003,50.2788,23.91,5.53
232571,Kalangala,91,UG,1665318088,66,-0.3089,32.225,24.64,4.79
2641434,Northam,95,GB,1665318088,68,51.0333,-4.2167,17.01,8.14
2185329,Otane,6,NZ,1665318088,93,-39.8833,176.6333,10.01,1.24
5888001,Atikokan,26,CA,1665317801,87,48.7555,-91.6216,-0.89,1.61
2177091,Ballarat,50,AU,1665318088,95,-37.5662,143.8496,3.72,0.75
200308,Sotik Post,95,KE,1665318088,66,-0.7813,35.3416,17.65,1.16
6355222,Yulara,1,AU,1665317959,21,-25.2406,130.9889,19.94,4.73
551145,Kem',75,RU,1665318089,71,64.9555,34.5793,8.45,6.63
6088469,Nipawin,0,CA,1665318089,93,53.3668,-104.0009,2.02,1.54
2071860,Esperance,100,AU,1665318089,82,-33.8667,121.9,15.16,3.97
902721,Mwense,0,ZM,1665318089,8,-10.3845,28.698,35,4.37
2108857,Gizo Government Station,53,SB,1665318089,68,-8.103,156.8419,27.86,3.57
240210,Birao,81,CF,1665318089,61,10.2849,22.7882,28.01,2.39
1786657,Yinchuan,0,CN,1665317962,15,38.4681,106.2731,8.36,2.34
777019,Vardø,100,NO,1665317887,71,70.3705,31.1107,7.99,8.23
4047434,Russell,29,US,1665318089,53,32.3502,-85.1999,10,2.44
496285,Severodvinsk,80,RU,1665318089,73,64.5635,39.8302,9.06,6.13
2191562,Dunedin,71,NZ,1665318089,78,-45.8742,170.5036,9.65,2.89
330534,Mīzan Teferī,56,ET,1665318089,85,6.9833,35.5833,20.49,0.62
4009788,El Fuerte,46,MX,1665318089,43,26.4189,-108.6194,25.37,2.03
1895695,Kushima,98,JP,1665318090,94,31.4583,131.2333,21.48,0.83
2155562,Nelson Bay,91,AU,1665318090,91,-32.7167,152.15,15,0.89
107304,Buraidah,0,SA,1665318090,6,26.326,43.975,38.25,3.49
3450188,Santa Isabel,97,BR,1665318090,50,-23.3156,-46.2214,23.42,1.47
3671437,Caucayá,98,CO,1665318090,97,-0.1934,-74.7819,21.59,0.19
1275230,Borsad,72,IN,1665318090,67,22.4167,72.9,29.02,3.52
2023584,Imeni Poliny Osipenko,2,RU,1665318091,78,52.4201,136.4853,0.24,1.11
1528796,At-Bashi,1,KG,1665318091,33,41.1702,75.8106,13.53,1.07
964712,Plettenberg Bay,96,ZA,1665318091,62,-34.0527,23.3716,20.66,3.08
1795632,Shenjiamen,89,CN,1665318092,78,29.9576,122.298,18.8,9.78
2269494,Castro Verde Municipality,60,PT,1665318092,40,37.6983,-8.0858,24.68,3.47
6109273,Ponoka,45,CA,1665318092,76,52.6768,-113.5815,8.26,2.55
2514301,Mahon,40,ES,1665318092,73,39.8885,4.2658,23.31,3.6
3412093,Vestmannaeyjar,75,IS,1665318092,87,63.4427,-20.2734,3.55,11.83
3382160,Cayenne,0,GF,1665318093,74,4.9333,-52.3333,29.02,2.57
3466980,Caravelas,75,BR,1665318093,66,-17.7125,-39.2481,25.77,3.3
6185377,Yellowknife,0,CA,1665318093,100,62.456,-114.3525,5.31,3.6
3381538,Grand-Santi,76,GF,1665318093,70,4.25,-54.3833,27.49,1.98
1082243,Ambilobe,14,MG,1665318093,33,-13.2,49.05,31.48,3.01
3907685,Poopó,0,BO,1665318093,38,-18.3667,-66.9667,5.43,0.98
1275665,Bikaner,87,IN,1665318093,48,28.0167,73.3,30.39,4.65
477940,Ust-Tsilma,98,RU,1665318093,83,65.441,52.1498,9.17,3.81
5554072,Juneau,100,US,1665318094,100,58.3019,-134.4197,13.45,8.75
1649150,Bengkulu,69,ID,1665318094,89,-3.8004,102.2655,24.52,3.54
1282256,Hithadhoo,82,MV,1665318094,75,-0.6,73.0833,27.51,6.02
4499379,Wilmington,0,US,1665318094,77,34.2257,-77.9447,14.92,2.57
3648540,Barinitas,100,VE,1665318094,95,8.7622,-70.4111,13.71,1.22
3517970,Pochutla,37,MX,1665318094,65,15.7432,-96.4661,23.9,1.87
6014443,Lac du Bonnet,54,CA,1665318094,92,50.2536,-96.0612,2.43,2.24
2522091,Alcúdia,29,ES,1665318094,66,39.8532,3.1214,27.89,3.18
1714733,Dingle,81,PH,1665318094,87,10.9995,122.6711,25.45,2.46
3519570,San Ciro de Acosta,98,MX,1665318094,96,21.6333,-99.8167,17.19,1.23
1852357,Shimoda,100,JP,1665318095,85,34.6667,138.95,18.61,8.54
2017155,Saskylakh,77,RU,1665317967,100,71.9167,114.0833,-18.07,1.33
5397664,South Lake Tahoe,40,US,1665318027,67,38.9332,-119.9844,12.4,2.06
3839307,Rawson,0,AR,1665318095,44,-43.3002,-65.1023,10.66,6.49
2630299,Hofn,96,IS,1665318095,71,64.2539,-15.2082,6.6,3.83
3405304,Bom Jesus,32,BR,1665317966,26,-9.0744,-44.3586,32.97,3.93
293396,Tel Aviv-Yafo,40,IL,1665317852,50,32.0805,34.7805,28.1,6.17
1786546,Anlu,63,CN,1665318095,44,31.1661,112.5831,12.86,3.27
2236967,Soyo,93,AO,1665318095,76,-6.1349,12.3689,26.42,4
3733380,Campoverde,21,PE,1665318095,71,-8.4753,-74.8058,23.1,1.07
496358,Severnyy,0,RU,1665318095,48,50.677,36.5532,18.02,5
5882953,Aklavik,93,CA,1665318095,96,68.2191,-135.0107,-0.29,0.19
1680139,Uyaan,100,PH,1665318095,95,7.8631,124.0411,18.38,0.56
4231997,Avera,6,US,1665318095,86,33.194,-82.5271,15.03,2.65
1586350,Cam Ranh,20,VN,1665318096,78,11.9214,109.1591,27.98,4.63
1526384,Almaty,75,KZ,1665318039,19,43.25,76.95,16.95,3
3395981,Maceió,75,BR,1665318096,74,-9.6658,-35.7353,28.69,6.17
6111696,Port-Cartier,100,CA,1665317916,72,50.0334,-66.8654,4.3,2.95
1817240,Baiyin,81,CN,1665318096,30,36.5583,104.2081,7.23,1.66
523392,Naryan-Mar,76,RU,1665318096,77,67.6713,53.087,7.99,6.74
2156643,Mount Gambier,75,AU,1665317968,90,-37.8333,140.7667,6.17,0.74
2175403,Blackwater,100,AU,1665317845,72,-23.5833,148.8833,19.94,3.89
4033557,Tautira,27,PF,1665318096,79,-17.7333,-149.15,24.67,5.92
4406282,Rolla,0,US,1665318096,75,37.9514,-91.7713,7.91,4.12
4004293,Ixtapa,40,MX,1665318096,94,20.7,-105.2,25.68,2.06
778707,Mehamn,100,NO,1665318096,87,71.0357,27.8492,6.95,8.75
1213855,Sibolga,97,ID,1665318097,82,1.7427,98.7792,25.66,1.05
293842,Kiryat Gat,40,IL,1665318076,8,31.61,34.7642,27.44,6.01
2084442,Vanimo,74,PG,1665318097,87,-2.6741,141.3028,26.22,2.54
1283217,Khanbari,74,NP,1665318097,92,27.3747,87.2039,21.08,0.07
1526168,Arys,18,KZ,1665318097,19,42.4252,68.795,20.25,8.03
237379,Ndélé,68,CF,1665318097,61,8.4109,20.6473,28.15,3.27
492860,Sindor,100,RU,1665318097,86,62.8629,51.8905,8.85,4.35
8079926,Labuhan,100,ID,1665318097,76,-6.8844,112.2051,27.84,2.35
3883457,Lebu,0,CL,1665318097,68,-37.6167,-73.65,8.59,9.34
2246901,Oussouye,96,SN,1665318098,71,12.485,-16.5469,29.05,3.79
212902,Kindu,23,CD,1665318098,39,-2.95,25.95,32.69,0.89
4967563,Houlton,0,US,1665318098,75,46.1262,-67.8403,3.23,2.57
2208425,Zuwārah,61,LY,1665318098,48,32.9312,12.082,27.06,2.7
2038421,Bayan,100,CN,1665318098,88,46.0833,127.4,6.29,5.31
3356832,Henties Bay,26,NA,1665318098,74,-22.116,14.2845,19.09,4.88
3136023,Storsteinnes,100,NO,1665318098,99,69.2408,19.2344,7.36,2.99
5720495,Coos Bay,100,US,1665318098,100,43.3665,-124.2179,11.66,0
2986159,Arrondissement de Pontivy,53,FR,1665318098,41,48,-3,19.6,4.56
1496100,Ordynskoye,32,RU,1665318098,49,54.3656,81.8994,12.3,7.65
5110365,Broome,0,US,1665318098,85,42.2506,-75.833,5.66,4.12
4852065,Clive,40,US,1665318098,82,41.603,-93.7241,6.27,2.06
3393922,Nísia Floresta,100,BR,1665318099,69,-6.0911,-35.2086,26.45,7.04
2174444,Bowen,71,AU,1665318099,81,-20.0167,148.2333,24.4,6.97
1652203,Xam Nua,94,LA,1665318099,100,20.4197,104.0439,18.7,1.27
546845,Kochevo,100,RU,1665318099,73,59.5994,54.3125,10.72,4.62
5919850,Chapais,94,CA,1665318099,98,49.7834,-74.8492,-0.12,3.19
653272,Kemijärvi,42,FI,1665318099,71,66.7131,27.4306,6.7,4.63
3981432,Todos Santos,0,MX,1665318100,60,23.45,-110.2167,24.06,2.03
4235229,Carlyle,0,US,1665318100,87,38.6103,-89.3726,4.56,2.69
3832899,Viedma,17,AR,1665317983,49,-40.8135,-62.9967,12.47,5.92
2035970,Longjiang,98,CN,1665318100,34,47.3303,123.1836,4.19,7.07
3699364,Bellavista,49,PE,1665318100,83,-7.0561,-76.5911,21.55,0.07
747323,Esenyurt,40,TR,1665317877,60,41.0333,28.6753,19.87,5.14
2015913,Suntar,100,RU,1665318100,98,62.1444,117.6319,0.56,4.42
5847486,Kailua,100,US,1665318100,86,21.4022,-157.7394,25.99,1.76
187968,Malindi,20,KE,1665318100,54,-3.2175,40.1191,29.09,7.72
3175096,Laas,100,IT,1665318100,97,46.6166,10.7002,13.49,1.98
3984997,San Quintín,20,MX,1665318101,92,30.4833,-115.95,19.55,2.57
471245,Vozhega,100,RU,1665318101,88,60.4725,40.2213,10.01,2.36
4588165,Mt. Pleasant,0,US,1665318101,93,32.7941,-79.8626,17.78,2.57
3893629,Coquimbo,100,CL,1665317823,100,-29.9533,-71.3436,10.85,1.54
1495626,Pangody,100,RU,1665318101,80,65.85,74.4859,5.44,5.23
2025456,Chernyshevskiy,100,RU,1665318101,97,63.0128,112.4714,0.12,4.4
556268,Ostrovnoy,91,RU,1665318101,83,68.0531,39.5131,6.87,7.75
1649593,Baturaja,99,ID,1665318101,96,-4.1333,104.1667,23.8,0.79
3870243,Taltal,41,CL,1665318101,77,-25.4,-70.4833,14.89,1.44
1851390,Susaki,100,JP,1665318102,95,33.3667,133.2833,19.43,1.85
2968514,Arrondissement de Villeneuve-sur-Lot,1,FR,1665318102,59,44.5,0.6667,24.03,4.23
4513583,Hamilton,0,US,1665317844,92,39.1834,-84.5333,4.62,0
2090021,Namatanai,97,PG,1665318102,69,-3.6667,152.4333,26.14,4.13
2629833,Husavik,100,IS,1665318102,99,66.0449,-17.3389,2.18,17.89
4362001,Mayo,0,US,1665318102,90,38.8876,-76.5119,8.86,0.45
3441243,Paysandu,0,UY,1665318102,49,-32.3214,-58.0756,12.56,3.88
1059507,Marovoay,0,MG,1665318102,21,-16.1,46.6333,35.54,4.88
1529102,Ürümqi,0,CN,1665318099,15,43.801,87.6005,15.53,1
3359638,Walvis Bay,55,NA,1665318103,66,-22.9575,14.5053,18.94,6.08
2120048,Ust-Nera,100,RU,1665318103,89,64.5667,143.2,-10.65,3.2
3174050,Province of Mantua,99,IT,1665317871,62,45.1667,10.7833,24.08,3.13
986717,Kruisfontein,84,ZA,1665318103,48,-34.0033,24.7314,22.16,6.39
3665202,Aripuanã,56,BR,1665318103,56,-9.1667,-60.6333,29.69,1.05
3706724,La Raya de Santa María,100,PA,1665318103,93,8.1667,-80.8167,25.68,3.89
2396518,Port-Gentil,20,GA,1665318103,66,-0.7193,8.7815,29.98,5.14
1790923,Wuxi,84,CN,1665318103,44,31.5689,120.2886,15.53,7.44
3404558,Cabedelo,92,BR,1665318103,76,-6.9811,-34.8339,29.37,6.84
2643044,Margate,41,GB,1665318104,57,51.3813,1.3862,17.05,0.89
1686123,Siocon,100,PH,1665318104,84,7.7061,122.1353,26.78,1.07
3924908,Pimenta Bueno,44,BR,1665318104,72,-11.6725,-61.1936,27.28,1
2274895,Monrovia,60,LR,1665318104,74,6.3005,-10.7969,30.87,2.66
